"dataset","formato","URLdataset","URLsezione","tracciaRecordAttributi","UbicazionePresenzaAttributo","IndirizzoCompletoPresenzaAttributo","DatiCatastaliPresenzaAttributo","FinalitaUtilizzoPrezenza","SuperficiePresenzaAttributo","CanoneCorrispostoPresenzaAttributo","PeriodicitaCanonePresenzaAttributo","CanoneInizialePresenzaAttributo","DataStipulaContrattoPresenzaAttributo","DataScadenzaContrattoPresenzaAttributo","LocatorePresenzaAttributo","DescrizioneImmobilePresenzaAttributo","NonPubblicato","PubblicatoMale","URIdbpediaEnte"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveAsti","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://asti.etrasparenza.it/archiviofile/asti/archivio_file/beni-immobili/costi_locazione-trasparenza-anno_2012.pdf","http://asti.etrasparenza.it/pagina735_canoni-di-locazione-o-affitto.html","finalità di utilizzo, ubicazione, dimensioni, canone iniziale, canone corrisposto anno 2012",1,0,0,1,1,1,0,1,0,0,0,0,,,"http://it.dbpedia.org/resource/Asti"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveBari","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.bari.it/portal/pls/portal/docs/1/696840.PDF","http://www.comune.bari.it/portal/page/portal/bari/comune/amministrazioneTrasparente/beniImmobiliEGestionePatrimonio","N., PROPRIETARIO, IMMOBILE SITO IN, DESTINAZIONE, CANONE MENSILE AL LORDO DI EVENTUALE IVA",1,1,0,1,0,1,0,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Bari"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveBarletta","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.barletta.ba.it/retecivica/ammtrasp/file/FITTI%20ATTIVI%20E%20PASSIVI%2025%2010%202013.pdf.p7m","http://www.comune.barletta.ba.it/retecivica/ammtrasp/14.2.canoni.html","Immobili , Ubicazione , Destinazione , Canone",1,1,0,1,0,1,0,0,0,0,0,1,,,"http://it.dbpedia.org/resource/Barletta"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveBelluno","http://trasparenza.nexacenter.org/id/Html_tabellare","http://cdn1.regione.veneto.it/alfstreaming-servlet/streamer/resourceId/d8ac5098-eccd-490f-b17d-ca6aea7c27a8/canoni_locazione_affitto","http://www.comune.belluno.it/web/belluno/area-istituzionale/amministrazione-trasparente?p_p_id=ALFRESCO_MYPORTAL_CONTENT_PROXY_WAR_myportalportlet_INSTANCE_Yl0I&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-3&p_p_col_count=1&template=/r","Immobile , Foglio , Mappale , Sub , Canone Percepito , Canone Versato",1,0,1,0,0,1,0,0,0,0,0,1,,,"http://it.dbpedia.org/resource/Belluno"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveBenevento","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.benevento.it/bn2_pagine/trasparenza/14Beni%20immobili/FITTI_PASSIVI.2014.pdf","http://www.comune.benevento.it/bn2_pagine/trasparenza/14Beni%20immobili/fitti_passivi.php","Proprietario immobile, Ubicazione, Contratto e Scadenza, Scadenza Contratto, Canone annuale",1,0,0,0,0,1,1,0,0,1,1,0,,,"http://it.dbpedia.org/resource/Benevento"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveBergamo","http://trasparenza.nexacenter.org/id/Xls","http://www.comune.bergamo.it/servizi/gestionedocumentale/visualizzadocumento.aspx?ID=24258","http://www.comune.bergamo.it/servizi/menu/dinamica.aspx?idArea=41291&idCat=41291&ID=41291","Descrizione , Soggetto , Indirizzo , Canone in Euro",1,1,0,0,0,1,0,0,0,0,1,0,,,"http://it.dbpedia.org/resource/Bergamo"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveBiella","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.biella.it/sito/file/biellaonline/amministrazione-trasparente/locazioni-passive-2012.pdf","http://www.comune.biella.it/sito/index.php?canoni-di-locazione-e-affitto","Ubicazione, Finalità, Superficie, Canone anno 2012, Contratto data, Locatore",1,1,0,1,1,1,0,0,0,0,1,0,,,"http://it.dbpedia.org/resource/Biella"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveNovara","http://trasparenza.nexacenter.org/id/Csv","http://www.comune.novara.it/comune/trasparenza/amministrazioneTrasparente/csv/locazioniPassive2013.csv","http://www.comune.novara.it/comune/trasparenza/amministrazioneTrasparente/beniImmobili/canoniLocazione.php","proprietario, oggetto locazione, identificaz. immobile, scadenza, canone annuo (€)",0,0,1,0,1,1,1,0,0,1,1,0,,,"http://it.dbpedia.org/resource/Novara"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveRoma","http://trasparenza.nexacenter.org/id/Pdf_raster","http://www.comune.roma.it/PCR/resources/cms/documents/AFFITTI_PASSIVI_ERP_04_12_2013.pdf","http://www.comune.roma.it/wps/portal/pcr?jp_pagecode=dip_imm_can_loc.wp&ahew=jp_pagecode","Locatore, Locazione, Contratto, decorenza, scadenza, Appartamento n, Locali, Totale annuo",1,1,0,0,1,1,1,0,1,1,1,0,,,"http://it.dbpedia.org/resource/Roma"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveVercelli","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.vercelli.it/cms/it/documenti-scaricabili/fitti-passivi-anno-2012/download.html","http://www.comune.vercelli.it/cms/it/amministrazione-trasparente/beni-immobili-e-gestione-patrimonio.html?Itemid=677","immobile,proprieta’,indirizzo finalita’/utilizzo, superfici, contratto, scadenza importo",1,1,0,1,1,1,1,0,0,1,1,1,,,"http://it.dbpedia.org/resource/Vercelli"
"http://trasparenza.nexacenter.org/id/LocazioniPassivePrato","http://trasparenza.nexacenter.org/id/Ods","http://www.comune.prato.it/trasparenza/immobili-patrimonio/canoni-locazione/ods/fitti-passivi2014.ods","http://www.comune.prato.it/trasparenza/immobili-patrimonio/canoni-locazione/home.htm","Contratto Repertorio , Data Contratto , Atti Aggiuntivi , Note , Scadenza Contratto , 	Locatore , Destinazione d'uso , Indirizzo , Metri Quadri , Canone 2014",1,1,0,1,1,1,0,0,1,1,1,0,,,"http://it.dbpedia.org/resource/Prato"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveRagusa","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.ragusa.gov.it/amministrazione/_allegati/_beni_immobili/locaz_passive2014.pdf","http://www.comune.ragusa.gov.it/amministrazione/beni_immobili.html","Determine , Ubicazione , Proprietario , Destinazione , Contratto , mq. , dati catastali , canone annuo , scadenza , spese",1,0,1,1,1,1,1,0,1,1,1,0,,,"http://it.dbpedia.org/resource/Ragusa"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveRavenna","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.ra.it/content/download/415413/4863023/file/tabella_affitti_passivi.pdf","http://www.comune.ra.it/Amministrazione-Trasparente/Beni-immobili-e-gestione-patrimonio/Canoni-di-locazione-o-affitto","PROPRIETARIO , FINALITA' DI UTILIZZO , UBICAZIONE  , CANONE ANNO 2012 , DIMENSIONI",1,1,0,1,1,1,0,0,0,0,1,0,,,"http://it.dbpedia.org/resource/Ravenna"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveReggioCalabria","http://trasparenza.nexacenter.org/id/Xls","http://www.reggiocal.it/on-line/Home/AreeTematiche/AmministrazioneTrasparente/Beniimmobiliegestionepatrimonio/documento109343.html","http://www.reggiocal.it/on-line/Home/AreeTematiche/AmministrazioneTrasparente/Beniimmobiliegestionepatrimonio/Canonidilocazioneeaffitto.html","Locatore , Ubicazione , Descrizione , Superficie locata , Importo Annuale",1,1,0,0,1,1,0,0,0,0,1,1,,,"http://it.dbpedia.org/resource/Reggio_Calabria"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveReggionell-27Emilia","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.municipio.re.it/retecivica/urp/retecivi.nsf/PESIdDoc/54C57BE089699786C1257A30003A69F2/%24file/Elenco%20Contratti%20passivi%202014.pdf","http://www.municipio.re.it/retecivica/urp/retecivi.nsf/PESDocumentID/54C57BE089699786C1257A30003A69F2?opendocument&FROM=Rchstdccssglttdcmnt","Natura giuridica contratto , descrizione dell'immobile , superficie mq. , canone annuo 2014 , annotazioni",1,1,0,0,1,1,0,0,0,0,0,1,,,"http://it.dbpedia.org/resource/Reggio_nell%27Emilia"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveRieti","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://93.57.94.158:8080/dms/werwer/beni-immobili-e-gestione-patrimonio/canoni-di-locazione-o-affitto/fitti_passivi_2013.pdf","http://93.57.94.158:8080/home/amministrazione-trasparente/beni-immobili-e-gestione-patrimonio/canoni-di-locazione-o-affitto.html","Locatore , Destinazione , Indirizzo , Importo Annuo",1,1,0,1,0,1,1,0,0,0,1,1,,,"http://it.dbpedia.org/resource/Rieti"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveRimini","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.rimini.it/binary/comune_rimini/canoni_locazione/elenco_canoni_locazione_passivi.1379600817.pdf","http://www.comune.rimini.it/servizi/amministrazione_trasparente/gestione_patrimonio/canoni_locazione/","PROPRIETÀ IMMOBILE , LOCALIZZAZIONE IMMOBILE , INDIVIDUAZIONE CATASTALE , SUPERFICIE MQ. , DESTINAZIONE , SCADENZA , CANONE DI LOCAZIONE",1,0,1,1,1,1,0,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Rimini"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveTorino","http://trasparenza.nexacenter.org/id/Csv","http://www.comune.torino.it/amministrazionetrasparente/bm~doc/affitti_passivi_gen2014.csv","http://www.comune.torino.it/amministrazionetrasparente/beni-immobili/canoni/index.shtml","indirizzo, metri quadrati, finalità, canone annuale al lordo di istat",1,1,0,1,1,1,1,0,0,,0,0,,,"http://it.dbpedia.org/resource/Torino"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveFrosinone",,,"http://trasparenza.comune.frosinone.it/pagina735_canoni-di-locazione-o-affitto.html",,0,0,0,0,0,0,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/Frosinone"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveIglesias",,,"http://www.comune.iglesias.ca.it/it/230/amministrazione-trasparente/826.825/canoni-di-locazione-o-affitto.html",,0,0,0,0,0,0,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/Iglesias_%28Italia%29"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveIsernia",,,"http://egov.hseweb.it/isernia/zf/index.php/trasparenza/index/index/categoria/123",,0,0,0,0,0,0,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/Isernia"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveRovigo","http://trasparenza.nexacenter.org/id/Html_tabellare","http://www.comune.rovigo.it/portal/page/portal/PG_PORTALE_METROPOLITANO/AB_COMUNEASSET1/PG_BACHECA/Amministrazione%20trasparente/Beni%20immobili%20e%20gestione%20patrimonio/Canoni%20di%20locazione%20o%20affitto","http://www.comune.rovigo.it/portal/page/portal/PG_PORTALE_METROPOLITANO/AB_COMUNEASSET1/PG_BACHECA/Amministrazione%20trasparente/Beni%20immobili%20e%20gestione%20patrimonio","Contratto Rep N , Contratto Data Stipula , Oggetto , Durata contratto , Canone locazione percepito , Canone locazione versato",1,1,0,1,0,1,1,0,1,1,1,1,,,"http://it.dbpedia.org/resource/Rovigo"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveSalerno","http://trasparenza.nexacenter.org/id/Xls","http://www.comune.salerno.it/allegati/20517.xls","http://www.comune.salerno.it/client/scheda.aspx?scheda=5426&stile=4&ti=1","Indirizzo , Ubicazione , Dati Catastali ,	Contratto N. ,	Canone annuo ,	Note",1,1,0,0,0,1,0,0,1,0,1,0,,,"http://it.dbpedia.org/resource/Salerno"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveGenova","http://trasparenza.nexacenter.org/id/Doc","http://www.comune.genova.it/sites/default/files/dettaglio2013.doc","http://www.comune.genova.it/content/fitti-passivi-2013","UBICAZIONE, DESTINAZIONE, LOCATORE, CANONE ANNUO  ED ACCONTO SPESE",1,1,0,1,1,1,1,0,0,0,1,0,,,"http://it.dbpedia.org/resource/Genova"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveGiuglianoinCampania","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.giugliano.na.it/allegati/3672fitti_passivi_Canoni_di_locazione_o_di_affitto_versati__D.L.-2013.pdf","http://www.comune.giugliano.na.it/index.php?param=z&tipo=750&sottomenu=147&ufficio=385&serv=793","Intervento , Canoni Di Locazione o Di Affitto Versati al 31/12/2013 , Note",1,1,0,1,0,1,0,0,1,0,0,0,,,"http://it.dbpedia.org/resource/Giugliano_in_Campania"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveGorizia","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www3.comune.gorizia.it/sites/default/files/CANONI%20DI%20LOCAZIONE%20PASSIVI.pdf","http://www3.comune.gorizia.it/it/beni-immobili-e-gestione-patrimonio","Motivo , Ditta , Canone mensile",0,0,0,1,0,1,0,0,0,0,1,0,,,"http://it.dbpedia.org/resource/Gorizia"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveGrosseto","http://trasparenza.nexacenter.org/id/Ods","http://web.comune.grosseto.it/comune//fileadmin/user_upload/trasparenza/ELENCO-FITTI-PASSIVI-2013.ods","http://web.comune.grosseto.it/comune//index.php?id=4018","UBICAZIONE ,	ATTO ,	DATA stipula , IMPORTO ,  Destinazione da contratto",1,1,0,1,0,1,1,0,1,0,0,0,,,"http://it.dbpedia.org/resource/Grosseto"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveImperia","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.imperia.it/im/sites/default/files/trasparenza%20al%2031-12-2013%20canoni%20attivi%20e%20passivi%20esercizio%202013.pdf","http://www.comune.imperia.it/im/node/31","Locatore , N. contratto , Data di stipula , Data decorrenza , Data di scadenza , Descrizione della locazione ,  Tipologia di remunerazione , Ammontare , Anno di pagamento , Canone periodico iniziale stabilito in contratto , Numero di anni per cui è corrisposto il Canone periodico",1,0,0,0,0,0,1,1,1,1,1,1,,,"http://it.dbpedia.org/resource/Imperia"
"http://trasparenza.nexacenter.org/id/LocazioniPassivePescara",,,"http://www.comune.pescara.it/internet/index.php?navBackPage=747&codice=77#canoni_di_locazione_e_affitto",,0,0,0,0,0,0,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/Pescara"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveSondrio",,,"http://www.comune.sondrio.it/site/home/aree-tematiche/amministrazione-trasparente/beni-immobili-e-gestione-patrimonio/canoni-di-locazione-o-affitto.html",,0,0,0,0,0,0,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/Sondrio"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveBolzano",,,"http://www.comune.bolzano.it/context.jsp?ID_LINK=4342&area=154",,0,0,0,0,0,0,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/Bolzano"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveViterbo","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.viterbo.it/flex/cm/pages/ServeAttachment.php/L/IT/D/9%252F5%252Fb%252FD.de0fc481913497d38777/P/BLOB%3AID%3D7444","http://www.comune.viterbo.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/7444","Fornitore , Locale , Importo canone annuale espresso in euro iva esclusa , durata contratto , Contratto n. , Utilizzo immobile",1,0,0,1,0,1,1,0,1,1,1,0,,,"http://it.dbpedia.org/resource/Viterbo"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveOristano","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.oristano.it/.galleries/doc-amministrazione_trasparente/elenco_locazioni_passive_2014.pdf","http://www.comune.oristano.it/it/amministrazione-trasparente/beni-immobili-e-gestione-patrimonio/canoni-di-locazione-o-affitto/","Utilizzo locali , Contraente , Data stipula e n. repertorio , Scadenza , Canone annuale , Canone mensile",1,0,0,1,0,1,1,0,1,1,1,0,,,"http://it.dbpedia.org/resource/Oristano"
"http://trasparenza.nexacenter.org/id/LocazioniPassivePadova","http://trasparenza.nexacenter.org/id/Csv","https://serviziweb4.comune.padova.it/pentaho/content/reporting/reportviewer/report.html?solution=Trasparenza&path=%2FReport&name=rpt_canoni_csv.prpt&userid=trasparenza&password=trasparenza&locale=it_IT","http://www.padovanet.it/dettaglio.jsp?tasstipo=S&tassid=2459&id=17630#.VDOy6K2KhoA","Settore , Atto , Numero Atto , Data atto , Responsabile , Oggetto , Canone percepito , Canone versato",0,0,0,1,0,1,0,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Padova"
"http://trasparenza.nexacenter.org/id/LocazioniPassivePalermo","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.palermo.it/js/server/uploads/trasparenza_all/_07052014193333.pdf","http://www.comune.palermo.it/amministrazione_trasparente.php?sel=14","numero, uso, ubicazione, canone annuo",1,1,0,1,0,1,1,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Palermo"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveParma","http://trasparenza.nexacenter.org/id/Xls","http://www.comune.parma.it/comune/Handlers/Document.ashx?ID=8dfb03c2-67bb-42f9-9a51-88fd082febb5&tipo=ord","http://www.comune.parma.it/comune/Amministrazione-Trasparente_Beni-immobili-e-gestione-patrimonio/Canoni-di-locazione-o-affitto_m74.aspx","LOCATORE , LOCATARIO , durata contratto di locazione , CANONE DI LOCAZIONE ANNUO , CANONE corrisposto anno 2013 ,	UBICAZIONE IMMOBILE , FINALITA' DI UTILIZZO , DIMENSIONI",1,1,0,1,1,1,1,0,1,1,1,0,,,"http://it.dbpedia.org/resource/Parma"
"http://trasparenza.nexacenter.org/id/LocazioniPassivePavia","http://trasparenza.nexacenter.org/id/Doc","http://www.comune.pv.it/site/home/il-comune/amministrazione-trasparente/beni-immobili-e-gestione-patrimonio/documento13250.html","http://www.comune.pv.it/site/home/il-comune/amministrazione-trasparente/beni-immobili-e-gestione-patrimonio/docCatpatrimonio-immobiliare.2208.1.20.1.1.html","n.°rif. interno , Oggetto concessione , proprietà , Canone annuo , Canone pagato , note",1,0,0,0,0,1,0,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Pavia"
"http://trasparenza.nexacenter.org/id/LocazioniPassivePerugia","http://trasparenza.nexacenter.org/id/Csv","http://www.comune.perugia.it/Resources/trasparenza/BeniImmobiliGestionePatrimonio/LocazioniAffittiVersati.csv","http://www.comune.perugia.it/pagine/canoni-di-locazione-o-affitto","destinazione d'uso, ubicazione del fabbricato, canoni 2013",1,1,0,1,0,1,1,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Perugia"
"http://trasparenza.nexacenter.org/id/LocazioniPassivePesaro","http://trasparenza.nexacenter.org/id/Xls","http://www.comune.pesaro.pu.it/fileadmin/user_upload/ALLEGATI2007/AMMINISTRAZIONE_TRASPARENTE/PATRIMONIO/2014_07_22_FITTI_PASSIVI.xls","http://www.comune.pesaro.pu.it/index.php?id=15035","PROPRIETARIO , CONTRATTO , UBICAZIONE IMMOBILE , UTILIZZO , CANONE +IVA",1,0,0,1,0,1,0,0,1,1,1,0,,,"http://it.dbpedia.org/resource/Pesaro"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveSassari","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.sassari.it/comune/amministrazione_trasparente/beni_immobili_patrimonio/incassi_patrimonio_disp.pdf","http://www.comune.sassari.it/comune/amministrazione_trasparente/beni_immobili_patrimonio/canoni_locazione.htm","Incassi , Importo",0,0,0,0,0,1,0,0,0,0,0,1,,,"http://it.dbpedia.org/resource/Sassari"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveSavona","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://cityportal.comune.savona.it:8087/cityportal/publicArea/FileSystemExplorer.jsf?baseDirId=3&directory=BeniMobilieGestionePatrimonio/CanonieAffitti","http://cityportal.comune.savona.it:8087/cityportal/publicArea/FileSystemExplorer.jsf?baseDirId=3&directory=BeniMobilieGestionePatrimonio/CanonieAffitti","Locatore , Finalità , Ubicazione ,  Dimensione Indicativa mq , Canone annuo , IVA , Canone annuo totale 2013",1,0,0,1,1,1,1,0,0,0,1,0,,,"http://it.dbpedia.org/resource/Savona"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveSiena","http://trasparenza.nexacenter.org/id/Xls","http://www.comune.siena.it/content/download/25440/350197/file/trasparenza%20fitti%20passivi.xls","http://www.comune.siena.it/Il-Comune/Amministrazione-Trasparente/Beni-immobili-e-gestione-patrimonio/Canoni-di-locazione-o-affitto","DESTINAZIONE , UBICAZIONE  , CANONE 2014",1,1,0,1,0,1,0,0,0,0,0,1,,,"http://it.dbpedia.org/resource/Siena"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveSiracusa","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.gazzettaamministrativa.it/opencms/export/sites/default/_gazzetta_amministrativa/amministrazione_trasparente/_sicilia/_siracusa/140_ben_imm_ges_pat/020_can_loc_aff/2014/Documenti_1392130901248/1392130903063_elenco_locazioni.pdf","http://www.gazzettaamministrativa.it/opencms/opencms/_gazzetta_amministrativa/amministrazione_trasparente/_sicilia/_siracusa/140_ben_imm_ges_pat/020_can_loc_aff/","Proprietario , Destinazione , Canone Annuo , Scadenza",0,0,0,1,0,1,1,0,0,1,1,0,,,"http://it.dbpedia.org/resource/Siracusa"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveBologna","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.bologna.it/media/files/passivi.pdf","http://www.comune.bologna.it/trasparenza/contenuti/161:19989/","N° Contratto sap, Canone annuale (compresa iva se dovuta), Indirizzo immobile, Proprietà, Decorrenza, Scadenza, Descrizione centro di costo",1,1,0,0,0,1,1,0,1,1,1,1,,,"http://it.dbpedia.org/resource/Bologna"
"http://trasparenza.nexacenter.org/id/LocazioniPassiveCampobasso","http://trasparenza.nexacenter.org/id/Pdf_raster","http://www.comune.campobasso.it/images/canoni%20locaz.percepiti%20e%20versati%202012.pdf","http://www.comune.campobasso.it/sa/sa_p_testo.php?x=&idservizio=10086&idtesto=344&idfoto=&&nodo=nodo13",,0,0,0,0,0,1,0,0,0,0,0,0,,1,"http://it.dbpedia.org/resource/Campobasso"
