"dataset","formato","URLdataset","URLsezione","tracciaRecordAttributi","UbicazionePresenzaAttributo","IndirizzoCompletoPresenzaAttributo","DatiCatastaliPresenzaAttributo","FinalitaUtilizzoPrezenza","SuperficiePresenzaAttributo","CanoneCorrispostoPresenzaAttributo","PeriodicitaCanonePresenzaAttributo","CanoneInizialePresenzaAttributo","DataStipulaContrattoPresenzaAttributo","DataScadenzaContrattoPresenzaAttributo","LocatarioPresenzaAttributo","DescrizioneImmobilePresenzaAttributo","NonPubblicato","PubblicatoMale","URIdbpediaEnte"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveArezzo","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.arezzo.it/il-comune/direzione-generale/ufficio-patrimonio/trasparenza/immobili-in-concessione-e-relativi-canoni/files/immobili-in-concessione.pdf","http://www.comune.arezzo.it/il-comune/direzione-generale/ufficio-patrimonio/trasparenza/immobili-in-concessione-e-relativi-canoni","Indirizzo Immobile , Finalità di Utilizzo , Superficie , Canone Annuale",1,0,0,1,1,1,1,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Arezzo"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveAscoliPiceno","http://trasparenza.nexacenter.org/id/Ods","http://www.comuneap.gov.it/flex/cm/pages/ServeAttachment.php/L/IT/D/5%252Fc%252F5%252FD.ab6224f48fe055aa6e95/P/BLOB%3AID%3D5830","http://www.comuneap.gov.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/5830","IMMOBILE	 , UBICAZIONE ,  CONDUTTORE , CANONE ANNUALE",1,0,0,1,0,1,1,0,0,0,0,1,,,"http://it.dbpedia.org/resource/Ascoli_Piceno"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveAsti","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://asti.etrasparenza.it/archiviofile/asti/archivio_file/beni-immobili/costi_locazione-trasparenza-anno_2012.pdf","http://asti.etrasparenza.it/pagina735_canoni-di-locazione-o-affitto.html","finalità di utilizzo, ubicazione, dimensioni, canone iniziale, canone corrisposto 2012",1,0,0,1,1,1,0,1,0,0,0,0,,,"http://it.dbpedia.org/resource/Asti"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveBarletta","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.barletta.ba.it/retecivica/ammtrasp/file/FITTI%20ATTIVI%20E%20PASSIVI%2025%2010%202013.pdf.p7m","http://www.comune.barletta.ba.it/retecivica/ammtrasp/14.2.canoni.html","Immobili , Ubicazione , Destinazione , Canone mensile",1,0,0,1,0,1,1,0,0,0,0,1,,,"http://it.dbpedia.org/resource/Barletta"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveBelluno","http://trasparenza.nexacenter.org/id/Html_tabellare","http://cdn1.regione.veneto.it/alfstreaming-servlet/streamer/resourceId/d8ac5098-eccd-490f-b17d-ca6aea7c27a8/canoni_locazione_affitto","http://www.comune.belluno.it/web/belluno/area-istituzionale/amministrazione-trasparente?p_p_id=ALFRESCO_MYPORTAL_CONTENT_PROXY_WAR_myportalportlet_INSTANCE_Yl0I&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-3&p_p_col_count=1&template=/r","Immobile , Foglio , Mappale , Sub , Canone Percepito , Canone Versato",1,0,1,0,0,1,0,0,0,0,0,1,,,"http://it.dbpedia.org/resource/Belluno"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveBenevento","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.benevento.it/bn2_pagine/trasparenza/14Beni%20immobili/ERP.pdf","http://www.comune.benevento.it/bn2_pagine/trasparenza/14Beni%20immobili/Patrimonio_immobiliare.php","Immobile Ubicazione Foglio Particella sub Z.C. Cat. Classe Consistenza Sup. Cat.le Rendita Canone Annnuo",1,1,1,0,1,1,1,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Benevento"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveBergamo","http://trasparenza.nexacenter.org/id/Xls","http://www.comune.bergamo.it/servizi/gestionedocumentale/visualizzadocumento.aspx?ID=24257","http://www.comune.bergamo.it/servizi/menu/dinamica.aspx?idArea=41291&idCat=41291&ID=41291","Descrizione , Soggetto , Indirizzo , Canone in Euro",1,1,0,0,0,1,0,0,0,0,1,1,,,"http://it.dbpedia.org/resource/Bergamo"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveNovara","http://trasparenza.nexacenter.org/id/Csv","http://www.comune.novara.it/comune/trasparenza/amministrazioneTrasparente/csv/locazioniAttive2013.csv","http://www.comune.novara.it/comune/trasparenza/amministrazioneTrasparente/beniImmobili/canoniLocazione.php","Conduttore, oggetto locazione, identificazione immobile, scadenza, canone annuo, note",1,0,1,1,1,1,0,0,1,1,1,0,,,"http://it.dbpedia.org/resource/Novara"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveTorino","http://trasparenza.nexacenter.org/id/Csv","http://www.comune.torino.it/amministrazionetrasparente/bm~doc/canoni_percepiti_gen_2014.csv","http://www.comune.torino.it/amministrazionetrasparente/beni-immobili/canoni/index.shtml","indirizzo, descrizione bene, canone",1,1,0,0,0,1,0,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Torino"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveVerbania","http://trasparenza.nexacenter.org/id/Doc","http://www.comune.verbania.it/content/download/18644/196428/file/da%20pubblicare%20-%2019_09_2013%20.doc","http://www.comune.verbania.it/Amministrazione/Amministrazione-Trasparente/Beni-immobili-e-gestione-patrimonio/Canoni-di-locazione-o-affitto","Immobile, Locatario / Comodatario, Contratti, Canone 2012, Indirizzo, Tipologia, Scadenza",1,0,0,1,0,1,0,0,0,1,1,1,,,"http://it.dbpedia.org/resource/Verbania"
"http://trasparenza.nexacenter.org/id/LocazioniAttivePrato","http://trasparenza.nexacenter.org/id/Xls","http://www.comune.prato.it/trasparenza/immobili-patrimonio/canoni-locazione/xls/fitti-attivi2014.xls","http://www.comune.prato.it/trasparenza/immobili-patrimonio/canoni-locazione/home.htm","Conduttore , Contratto (numero di repertorio) , Data registrazione contratto , Scadenza , Destinazione d'uso , Localizzazione , Mq. , Tipo di contratto , Canone 2013",1,0,0,1,1,1,0,0,1,1,1,0,,,"http://it.dbpedia.org/resource/Prato"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveRagusa","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.ragusa.gov.it/amministrazione/_allegati/_beni_immobili/locaz_attive2014.pdf","http://www.comune.ragusa.gov.it/amministrazione/beni_immobili.html","Conduttore , Determine , Ubicazione , Contratto , Canone annuale , periodo , tipologia ,  Scadenza , Mq. , Dati catastali",1,0,1,1,1,1,1,0,1,1,1,0,,,"http://it.dbpedia.org/resource/Ragusa"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveRavenna","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.ra.it/content/download/415412/4863016/file/Tabella_affitti_attivi.pdf","http://www.comune.ra.it/Amministrazione-Trasparente/Beni-immobili-e-gestione-patrimonio/Canoni-di-locazione-o-affitto","UTENTE , INDIRIZZO , CODICE_FISCALE , PARTITA_IVA , REPERTORIO , CODICE UTENTE , DATA INIZIO CONTRATTO , DATA FINE CONTRATTO , DATA DECORRENZA RATA , RATE SUCCESSIVE , SERPICO  , CADENZA_RATA , CAPITOLO , UBICAZIONE , ISTAT MESE , CANONE ANNUALE IMPONIBILE , IMPORTO RATA IMPONIBILE , IVA , IMPOSTA DI BOLLO , IMPORTO RATA , NOTE",1,0,0,0,0,1,0,0,0,0,1,0,,,"http://it.dbpedia.org/resource/Ravenna"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveReggioCalabria","http://trasparenza.nexacenter.org/id/Xls","http://www.reggiocal.it/on-line/Home/AreeTematiche/AmministrazioneTrasparente/Beniimmobiliegestionepatrimonio/documento110582.html","http://www.reggiocal.it/on-line/Home/AreeTematiche/AmministrazioneTrasparente/Beniimmobiliegestionepatrimonio/Canonidilocazioneeaffitto.html","Cognome , Nome , Data , Nascita , CodiceFiscale , Indirizzo , CAP , ID assegn , LISTA , Numero Mesi , Totale",1,1,0,0,0,1,0,0,0,0,1,0,,,"http://it.dbpedia.org/resource/Reggio_Calabria"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveReggionell-27Emilia","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.municipio.re.it/retecivica/urp/retecivi.nsf/PESIdDoc/A4B1A66B43C61D93C1257C700039D28D/%24file/2014%20-%20Elenco%20CONTRATTI%20ATTIVI.pdf","http://www.municipio.re.it/retecivica/urp/retecivi.nsf/PESDocumentID/A4B1A66B43C61D93C1257C700039D28D?opendocument&FROM=lncdcntrttttvdlCmn","Controparte , Num. Ident. , Natura Giuridica , Descrizione dell'Immobile , Canone annuo 2014",1,0,0,0,0,1,0,0,0,0,1,1,,,"http://it.dbpedia.org/resource/Reggio_nell%27Emilia"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveRieti","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://93.57.94.158:8080/dms/werwer/beni-immobili-e-gestione-patrimonio/canoni-di-locazione-o-affitto/fitti_attivi_2013.pdf","http://93.57.94.158:8080/home/amministrazione-trasparente/beni-immobili-e-gestione-patrimonio/canoni-di-locazione-o-affitto.html","Conduttore , Ubicazione , Uso , Foglio , Part. , sub , Contratto , Canone annuo",1,1,1,1,0,1,1,0,0,0,1,1,,,"http://it.dbpedia.org/resource/Rieti"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveRimini","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.rimini.it/binary/comune_rimini/canoni_locazione/elenco_canoni_locazione_attivi.1379600815.pdf","http://www.comune.rimini.it/servizi/amministrazione_trasparente/gestione_patrimonio/canoni_locazione/","NUMERO SCHEDA INVENTARIO DELL'IMMOBILE , CONDUTTORE , LOCALIZZAZIONE DELL'IMMOBILE , INDIVIDUAZIONE CATASTALE , SUPERFICIE MQ. , DESTINAZIONE , SCADENZA , CANONE DI LOCAZIONE",1,0,1,1,1,1,0,0,0,0,1,0,,,"http://it.dbpedia.org/resource/Rimini"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveAosta","http://trasparenza.nexacenter.org/id/Ods","http://trasparenza.partout.it/wrapper/download/4263","http://trasparenza.partout.it/wrapper/download/4263",,1,1,0,1,0,1,0,0,1,1,1,1,,,"http://it.dbpedia.org/resource/Aosta"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveBari","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.bari.it/portal/pls/portal/docs/1/688854.PDF","http://www.comune.bari.it/portal/page/portal/bari/comune/amministrazioneTrasparente/beniImmobiliEGestionePatrimonio",,1,1,1,0,1,1,1,0,1,1,1,0,,,"http://it.dbpedia.org/resource/Bari"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveVercelli","http://trasparenza.nexacenter.org/id/Xls","http://www.comune.vercelli.it/cms/it/documenti-scaricabili/fitti-attivi-2013-/download.html",,"Nominativo, tipologia, ubicazione, importo canone annuo",1,0,0,0,0,1,1,0,0,,,0,,,"http://it.dbpedia.org/resource/Vercelli"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveFrosinone","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://trasparenza.comune.frosinone.it/archiviofile/frosinone/archivio_file/Documentazione_PDF/LOCALI_COMUNALI_IN_LOCAZIONE.pdf","http://trasparenza.comune.frosinone.it/pagina735_canoni-di-locazione-o-affitto.html",,1,1,0,0,0,1,1,0,0,0,1,0,,1,"http://it.dbpedia.org/resource/Frosinone"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveIglesias",,,"http://www.comune.iglesias.ca.it/it/230/amministrazione-trasparente/826.825/canoni-di-locazione-o-affitto.html",,0,0,0,0,0,0,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/Iglesias_%28Italia%29"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveIsernia",,,"http://egov.hseweb.it/isernia/zf/index.php/trasparenza/index/index/categoria/123",,0,0,0,0,0,0,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/Isernia"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveRovigo","http://trasparenza.nexacenter.org/id/Html_tabellare","http://www.comune.rovigo.it/portal/page/portal/PG_PORTALE_METROPOLITANO/AB_COMUNEASSET1/PG_BACHECA/Amministrazione%20trasparente/Beni%20immobili%20e%20gestione%20patrimonio/Canoni%20di%20locazione%20o%20affitto","http://www.comune.rovigo.it/portal/page/portal/PG_PORTALE_METROPOLITANO/AB_COMUNEASSET1/PG_BACHECA/Amministrazione%20trasparente/Beni%20immobili%20e%20gestione%20patrimonio","Contratto Rep N , Contratto Data Stipula , Oggetto , Durata contratto , Canone locazione percepito , Canone locazione versato",1,1,0,1,0,1,1,0,1,1,1,0,,,"http://it.dbpedia.org/resource/Rovigo"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveSalerno","http://trasparenza.nexacenter.org/id/Xls","http://www.comune.salerno.it/allegati/20518.xls","http://www.comune.salerno.it/client/scheda.aspx?scheda=5426&stile=4&ti=1","via/piazza ,	civ ,	città ,	fab. ,	sc. ,	liv. ,	int. , 	mq ,	annuale 2013",1,1,1,0,1,1,0,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Salerno"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveGenova","http://trasparenza.nexacenter.org/id/Csv","http://www.comune.genova.it/sites/default/files/contratti_patrimonio_e_demanio_comunale_1.csv","http://www.comune.genova.it/content/canoni-di-locazione-o-affitto","tipologia, indirizzo, canone annuo in euro, scadenza, mq., uso",1,1,0,1,1,1,1,0,0,1,0,1,,,"http://it.dbpedia.org/resource/Genova"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveGiuglianoinCampania","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.giugliano.na.it/allegati/3669decreto_33-corretto__IMMOBILI_DATI_IN_LOCAZIONE.pdf","http://www.comune.giugliano.na.it/index.php?param=z&tipo=750&sottomenu=147&ufficio=385&serv=793","Intervento , Canoni Di Locazione o Di Affitto Percepiti al 31/12/2013 , Note",1,1,0,1,0,0,0,0,1,0,0,0,,,"http://it.dbpedia.org/resource/Giugliano_in_Campania"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveGorizia","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www3.comune.gorizia.it/sites/default/files/Canoni%20locazione%20attivi.pdf","http://www3.comune.gorizia.it/it/beni-immobili-e-gestione-patrimonio","Nominativo , Indirizzo , Tipo , Canone Prec. , Istat , Nuovo Canone",1,1,0,0,0,1,0,0,0,0,1,0,,,"http://it.dbpedia.org/resource/Gorizia"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveGrosseto","http://trasparenza.nexacenter.org/id/Ods","http://web.comune.grosseto.it/comune//fileadmin/user_upload/trasparenza/ELENCO-LOCAZIONI-CONCESSIONI-ATTIVE-2013.ods","http://web.comune.grosseto.it/comune//index.php?id=4018","CONDUTTORE ,	UBICAZIONE ,	Contratto , IMPORTO",1,0,0,0,0,1,1,0,0,0,1,0,,,"http://it.dbpedia.org/resource/Grosseto"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveImperia","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.imperia.it/im/sites/default/files/trasparenza%20al%2031-12-2013%20canoni%20attivi%20e%20passivi%20esercizio%202013.pdf","http://www.comune.imperia.it/im/node/31","Concessionario/Conduttore , N.contratto , Data di stipula , Data di decorrenza , Data di scadenza , Descrizione della Concessione/Locazione , Tipologia di remunerazione , Canone in Unica soluzione: Ammontare , Anno di incasso , Canone periodico iniziale stabilito in contratto , Numero di anni per cui è corrisposto il canone periodico",1,0,0,0,0,1,1,1,1,1,1,1,,,"http://it.dbpedia.org/resource/Imperia"
"http://trasparenza.nexacenter.org/id/LocazioniAttivePavia","http://trasparenza.nexacenter.org/id/Doc","http://www.comune.pv.it/site/home/il-comune/amministrazione-trasparente/beni-immobili-e-gestione-patrimonio/documento13251.html","http://www.comune.pv.it/site/home/il-comune/amministrazione-trasparente/beni-immobili-e-gestione-patrimonio/docCatpatrimonio-immobiliare.2208.1.20.1.1.html",,1,0,0,1,0,1,0,0,0,0,0,0,,1,"http://it.dbpedia.org/resource/Pavia"
"http://trasparenza.nexacenter.org/id/LocazioniAttivePescara",,,"http://www.comune.pescara.it/internet/index.php?navBackPage=747&codice=77#canoni_di_locazione_e_affitto",,0,0,0,0,0,0,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/Pescara"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveSondrio",,,"http://www.comune.sondrio.it/site/home/aree-tematiche/amministrazione-trasparente/beni-immobili-e-gestione-patrimonio/canoni-di-locazione-o-affitto.html",,0,0,0,0,0,0,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/Sondrio"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveBolzano",,,"http://www.comune.bolzano.it/context.jsp?ID_LINK=4342&area=154",,0,0,0,0,0,0,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/Bolzano"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveViterbo","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.viterbo.it/flex/cm/pages/ServeAttachment.php/L/IT/D/6%252F0%252F7%252FD.06a791ebb138c592766d/P/BLOB%3AID%3D7444","http://www.comune.viterbo.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/7444","Tipologia , Indirizzo , Canone mensile , Canone annuale , Note",1,0,0,0,0,1,1,0,0,0,0,1,,,"http://it.dbpedia.org/resource/Viterbo"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveOristano","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.oristano.it/.galleries/doc-amministrazione_trasparente/elenco_immobili_erp_in_locazione_attiva_2014.pdf","http://www.comune.oristano.it/it/amministrazione-trasparente/beni-immobili-e-gestione-patrimonio/canoni-di-locazione-o-affitto/","Ubicazione , Destinazione  , Superficie , Canone",1,1,0,1,1,1,0,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Oristano"
"http://trasparenza.nexacenter.org/id/LocazioniAttivePadova","http://trasparenza.nexacenter.org/id/Csv","https://serviziweb4.comune.padova.it/pentaho/content/reporting/reportviewer/report.html?solution=Trasparenza&path=%2FReport&name=rpt_canoni_csv.prpt&userid=trasparenza&password=trasparenza&locale=it_IT","http://www.padovanet.it/dettaglio.jsp?tasstipo=S&tassid=2459&id=17630#.VDOykq2KhoA","Settore , Atto , Numero Atto , Data atto , Responsabile , Oggetto , Canone percepito , Canone versato",0,0,0,1,0,1,0,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Padova"
"http://trasparenza.nexacenter.org/id/LocazioniAttivePalermo","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.palermo.it/js/server/uploads/trasparenza_all/_07052014192457.pdf","http://www.comune.palermo.it/amministrazione_trasparente.php?sel=14","indirizzo, civico, uso, canone 2013",1,1,0,1,0,1,1,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Palermo"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveParma","http://trasparenza.nexacenter.org/id/Xls","http://www.comune.parma.it/comune/Handlers/Document.ashx?ID=61f615f9-ca57-4006-bb1c-a9fe9905a7ca&tipo=ord","http://www.comune.parma.it/comune/Amministrazione-Trasparente_Beni-immobili-e-gestione-patrimonio/Canoni-di-locazione-o-affitto_m74.aspx","Concessionario , canone di concessione emissione 2013 , canone di concessione percepito nel  2013 , canone di concessione emissione 2014 , canone di concessione percepito nel  2014 , ubicazione immobile , finalità d'utilizzo , dimensioni",1,1,0,1,1,1,0,0,0,0,1,0,,,"http://it.dbpedia.org/resource/Parma"
"http://trasparenza.nexacenter.org/id/LocazioniAttivePerugia","http://trasparenza.nexacenter.org/id/Csv","http://www.comune.perugia.it/Resources/trasparenza/BeniImmobiliGestionePatrimonio/LocazioniAffittiPercepiti.csv","http://www.comune.perugia.it/pagine/canoni-di-locazione-o-affitto","conduttori, ubicazione immobile, canone annuo",1,0,0,0,0,1,1,0,0,0,1,0,,,"http://it.dbpedia.org/resource/Perugia"
"http://trasparenza.nexacenter.org/id/LocazioniAttivePesaro","http://trasparenza.nexacenter.org/id/Ods","http://www.comune.pesaro.pu.it/fileadmin/user_upload/ALLEGATI2007/AMMINISTRAZIONE_TRASPARENTE/PATRIMONIO/27_01_2014_fitti_attivi_educativi.ods","http://www.comune.pesaro.pu.it/index.php?id=15035","CONCESSIONARIO , CONTRATTO , UBICAZIONE IMMOBILE , UTILIZZO , CANONE  ANNUALE",1,1,0,1,0,1,1,0,0,0,1,0,,,"http://it.dbpedia.org/resource/Pesaro"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveSassari","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.sassari.it/comune/amministrazione_trasparente/beni_immobili_patrimonio/incassi_patrimonio_disp.pdf","http://www.comune.sassari.it/comune/amministrazione_trasparente/beni_immobili_patrimonio/incassi_patrimonio_disp.pdf","Incassi , Importo",0,0,0,0,0,1,0,0,0,0,0,1,,,"http://it.dbpedia.org/resource/Sassari"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveSavona","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://cityportal.comune.savona.it:8087/cityportal/publicArea/FileSystemExplorer.jsf?baseDirId=3&directory=BeniMobilieGestionePatrimonio/CanonieAffitti","http://cityportal.comune.savona.it:8087/cityportal/publicArea/FileSystemExplorer.jsf?baseDirId=3&directory=BeniMobilieGestionePatrimonio/CanonieAffitti","Tipologia immobile , Conduttore/concessionario , Indirizzo , Civico , Canone mensile , Periodo  , Canone annuo",1,1,0,0,0,1,1,0,0,0,1,1,,,"http://it.dbpedia.org/resource/Savona"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveSiena","http://trasparenza.nexacenter.org/id/Xls","http://www.comune.siena.it/content/download/25438/350175/file/trasparenza%20fitti%20attivi.xls","http://www.comune.siena.it/Il-Comune/Amministrazione-Trasparente/Beni-immobili-e-gestione-patrimonio/Canoni-di-locazione-o-affitto","DESTINAZIONE , UBICAZIONE  , CANONE 2014",1,1,0,1,0,1,0,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Siena"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveSiracusa","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.gazzettaamministrativa.it/opencms/export/sites/default/_gazzetta_amministrativa/amministrazione_trasparente/_sicilia/_siracusa/140_ben_imm_ges_pat/020_can_loc_aff/2014/0002_Documenti_1392283265193/1392283269117_elenco_locazioni_dismesse_anno_20","http://www.gazzettaamministrativa.it/opencms/opencms/_gazzetta_amministrativa/amministrazione_trasparente/_sicilia/_siracusa/140_ben_imm_ges_pat/020_can_loc_aff/","Proprietario , Destinazione , Canone Annuo , Rilascio",0,0,0,0,0,1,1,0,1,0,1,0,,,"http://it.dbpedia.org/resource/Siracusa"
"http://trasparenza.nexacenter.org/id/LocazioniAttiveBologna","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.bologna.it/media/files/patrimonio__canoni_di_locazione_attivi_al_31122013.pdf","http://www.comune.bologna.it/trasparenza/contenuti/161:19989/","N° Contratto sap, Canone annuale (compresa iva se dovuta), Indirizzo immobile, Conduttore, Decorrenza, Scadenza",1,0,0,0,0,1,1,0,1,1,1,0,,,"http://it.dbpedia.org/resource/Bologna"
